1769.50	1633.20	1795.10	1636.40	1606.80	1800.7	1832.6	1890.7	1814.4	1845.9	1841.5	1880	1876.5	1862.3	1829.3	1808.6	1862.9	1881.7	1837.5	1840.2	1827.9	1776.9	1825.5	1827.7	1899.9	1890.1	1872.3	1861.4	1871.2	1859.6	1870.1	1896.7	1813.2	1936.6	1816	1885.9	1855	1863	1868	1841	1816.7	1843.6	1875	1897	1836.7	1867.3	1810.1	1849.7	1835.1	1820.5	1873.4	1837.4	1859.7	1876.6
9056.10	9006.50	8994.60	8980.10	8988.50	9612.1	9628.8	9627.2	9609.1	9625.2	9610.4	9619.8	9611.5	9608.1	9608.0	9605.2	9590.5	9605.4	9613.6	9609.9	9599.4	9751.5	9589.7	9600.7	9612.4	9635.7	9628.8	9506	9490.9	9475.1	9506.1	9684.8	9610.2	9622.1	9592.5	9617.7	9599.5	9617.4	9604.0	9607.6	9592.0	9599.6	9601.8	9617.7	9586.3	9601.9	9567.6	9579.8	9575.7	9588.1	9587.5	9598.1	9582.3	9593.0
11280.20	11284.20	11275.50	11277.10	11274.90	11331.3	11328.4	11326.6	11331.4	11333.5	11329.3	11332.7	11331.8	11331.3	11333.6	11330.9	11328.5	11329.3	11327.2	11329.6	11328.0	11440.8	11294.5	11294.2	11298.3	11297.1	11298	11292.2	11290.2	11293.3	11292.2	11327.2	11319.7	11320.6	11321.9	11321.7	11317.6	11319.1	11318.9	11321.6	11322.9	11323.0	11319.3	11320.9	11336.4	11337.0	11334.6	11332.2	11336.3	11335.9	11337.7	11337.2	11334.9	11336.6
0.334	0.329	0.329	0.328	0.328	0.375	0.377	0.377	0.375	0.376	0.375	0.376	0.375	0.375	0.375	0.375	0.374	0.375	0.376	0.375	0.375	0.379156702	0.376134535	0.377051318	0.377720232	0.379700852	0.379076474	0.369474416	0.368381162	0.366881735	0.369482563	0.3816	0.3761	0.3770	0.3745	0.3765	0.3753	0.3767	0.3756	0.3757	0.3744	0.3750	0.3754	0.3766	0.373	0.374	0.372	0.373	0.372	0.373	0.373	0.374	0.373	0.374
2344.90	2296.10	2277.00	2316.60	2281.10	2282.90	2238.80	2189.40	2184.70	2208.10	2188.90	2181.40	2208.10	2221.40	2227.40	2234.60	2207.20	2229.30	2175.80	2180.10	2209.60	2220.8	2229.6	2174.9	2246.1	2234.5	2203.4	2194.9	2193.4	2202.3	2163.2	2226.50	2223.40	2234.30	2180.60	2266.30	2226.50	2240.40	2196.70	2200.30	2262.00	2239.60	2201.60	2244.90	2201.60	2202.70	2194.20	2170.70	2169.50	2200.40	2252.70	2218.60	2226.10	2280.40
1660.80	1581.10	1724.20	1436.60	1574.90	1686.00	1800.00	1892.00	1857.00	1837.00	1885.00	1874.00	1851.00	1826.00	1788.00	1782.00	1833.00	1817.00	1887.00	1894.00	1830.00	1894.2	1731.2	1808.1	1724	1779.4	1787.9	1865.1	1830.2	1801.2	1878.4	1872.30	1834.00	1863.00	1860.50	1804.50	1829.50	1825.80	1888.30	1838.30	1774.70	1784.40	1875.30	1818.30	1848.40	1850.70	1845.90	1862.60	1889.80	1815.80	1857.60	1807.50	1834.50	1783.60
3194.10	3396.40	3313.30	3557.50	3395.50	3245.30	3215.70	3225.60	3271.40	3274.40	3247.50	3259.50	3227.20	3275.50	3301.70	3239.20	3269.70	3252.30	3229.50	3240.00	3247.90	3259.9	3257.4	3236.4	3286.1	3222.4	3273.9	3147.5	3235.5	3241.6	3196.8	3186.60	3197.70	3184.70	3234.50	3162.00	3213.30	3200.50	3178.00	3255.00	3222.10	3247.90	3216.90	3190.10	3273.10	3262.20	3280.10	3289.20	3229.80	3287.00	3132.20	3265.60	3216.70	3173.70
1826.10	1858.80	1655.40	1863.80	1912.50	2028.00	1916.60	1821.30	1855.90	1824.70	1803.00	1845.80	1869.90	1798.40	1842.80	1947.00	1839.10	1829.30	1880.30	1825.70	1880.90	1883.9	1895.2	1925.7	1821.1	1824.2	1822.9	1873.5	1807.5	1856.2	1864.3	1793.50	1878.30	1777.00	1899.20	1870.30	1846.50	1834.00	1863.00	1843.00	1859.90	1874.50	1809.00	1857.50	1802.90	1819.30	1815.80	1843.40	1893.40	1877.50	1852.80	1868.60	1854.30	1876.80
2254.30	2151.80	2305.60	2102.60	2110.90	2089.10	2157.30	2198.30	2162.40	2189.30	2204.90	2172.00	2175.60	2210.00	2173.70	2128.10	2179.50	2201.40	2154.60	2189.80	2159.60	2182	2181.1	2149.1	2221	2236.6	2209.9	2211.2	2223.6	2192	2189.5	2248.30	2186.30	2261.60	2147.10	2218.60	2201.80	2218.40	2192.90	2185.00	2204.20	2176.60	2216.50	2210.10	2210.40	2202.10	2198.60	2166.30	2153.80	2155.20	2242.40	2176.90	2203.30	2222.10
35.80	33.12	34.57	33.37	33.77	37.82	37.75	39.53	37.08	36.78	36.80	39.63	39.09	38.13	35.48	37.58	38.67	37.32	36.15	35.75	38.33	33.39661383	33.87244349	32.48579245	38.36006856	35.89973148	36.73590814	35.83204246	36.77345673	37.34679653	37.22707101	37.30	37.67	38.20	37.64	38.18	38.10	37.66	38.42	38.25	37.88	37.15	33.52	35.54	38.96	36.97	36.94	37.20	35.62	36.03	39.31	37.79	37.97	38.87
40.58	36.24	36.85	40.52	39.36	37.48	36.93	36.67	35.84	38.63	36.91	35.10	36.04	36.84	39.72	38.39	38.00	38.64	39.80	39.11	38.73	44.15631929	43.84750462	44.34597091	37.8387471	38.83280881	37.5551485	38.152083	37.48535679	36.89196091	37.38948041	37.49	37.45	39.27	36.88	37.47	38.38	37.88	36.55	37.89	37.73	38.24	41.45	40.34	37.49	37.01	37.78	38.29	39.06	38.47	37.05	38.72	39.29	38.50
31.51	36.63	34.78	34.87	34.11	37.67	37.18	36.18	37.75	36.74	38.57	35.38	37.69	37.95	36.84	36.82	35.98	36.69	37.40	37.46	36.68	38.37689806	36.84168355	36.29174391	36.29778461	38.36693148	37.983399	36.27140588	36.20220986	35.7201382	36.10335335	38.10	38.64	36.45	37.31	36.92	36.58	37.96	37.58	37.48	37.45	36.86	37.72	36.88	37.53	37.65	37.56	36.20	36.49	36.92	35.96	35.72	34.71	35.50
28.93	27.30	25.10	23.86	27.78	35.78	39.27	38.12	40.26	39.94	38.73	39.82	35.36	37.21	39.61	37.46	36.84	37.26	36.89	39.02	36.65	40.21914645	38.92718447	39.69961572	39.1228653	39.84996163	40.09399857	38.19228716	37.29917012	36.38309449	36.3007295	41.34	38.03	36.90	38.18	38.37	38.30	38.06	37.18	37.27	39.08	38.40	38.33	37.98	36.29	37.85	38.38	37.33	37.65	38.51	38.49	38.80	39.05	37.73
31.71	29.33	31.13	31.10	29.53	38.80	37.65	38.63	36.69	37.07	36.34	39.13	38.85	37.03	36.92	37.69	38.14	38.14	37.96	36.81	37.37	34.41970669	36.50059603	37.74131032	38.19914453	37.24711616	37.44542739	36.94609262	36.9196798	37.54890511	38.079219	37.11	35.80	38.28	37.31	37.70	37.01	36.76	37.87	37.02	35.33	37.42	37.33	38.47	35.95	37.51	35.24	38.05	37.89	37.21	36.36	37.15	37.15	37.20
-0.01	0.00	-0.01	0.00	0.00	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.038415146	0.029660454	0.029218537	0.020755335	0.021686982	0.021242698	0.018154124	0.016695896	0.015230269	0.017047165	-0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.01	-0.01	-0.01	-0.02	-0.02	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
